time,speed_ms,dir_from_deg,u,v
2019-05-13 15:00:00,3.6,93.0,-3.595066325116466,0.1884094424745982
2019-05-13 15:06:00,4.4,99.0,-4.3458286986186065,0.688311646177015
2019-05-13 15:12:00,3.7,96.0,-3.6797310128626117,0.38675531409031605
2019-05-13 15:18:00,4.3,86.0,-4.289525416117244,-0.29995283709973997
2019-05-13 15:24:00,4.1,91.0,-4.099375550141204,0.07155486639286082
2019-05-13 15:30:00,4.5,93.0,-4.493832906395582,0.23551180309324776
2019-05-13 15:36:00,3.9,93.0,-3.8946551855428377,0.20411022934748138
2019-05-13 15:42:00,4.8,83.0,-4.7642215278783455,-0.5849728483447064
2019-05-13 15:48:00,4.8,85.0,-4.781734550840379,-0.4183475651887596
2019-05-13 15:54:00,5.4,79.0,-5.300786790617386,-1.030368575033341
2019-05-13 16:00:00,5.1,82.0,-5.050367150582008,-0.7097828148963357
2019-05-13 16:06:00,4.8,86.0,-4.788307441247156,-0.3348310739718028
2019-05-13 16:12:00,4.9,84.0,-4.87315728730454,-0.5121894700115015
2019-05-13 16:18:00,4.1,93.0,-4.0943810924937525,0.21457742059607016
2019-05-13 16:24:00,4.1,83.0,-4.069439221729421,-0.49966430796110334
2019-05-13 16:30:00,4.1,86.0,-4.090012606065279,-0.28600154235091485
2019-05-13 16:36:00,4.6,84.0,-4.574800718694057,-0.48083093103120544
2019-05-13 16:42:00,3.9,92.0,-3.8976242253744733,0.136108037139755
2019-05-13 16:48:00,4.0,77.0,-3.8974802591409405,-0.899804217375461
2019-05-13 16:54:00,4.0,78.0,-3.9125904029352223,-0.8316467632710391
2019-05-13 17:00:00,4.6,81.0,-4.543366366737633,-0.7195985391850627
2019-05-13 17:06:00,3.7,95.0,-3.6859203829394587,0.3224762481663342
2019-05-13 17:12:00,3.7,94.0,-3.69098698596135,0.25809895285326334
2019-05-13 17:18:00,4.9,101.0,-4.8099731988935535,0.9349640773450711
