time,speed_ms,dir_to_deg,u,v
2019-05-11 10:19:00,0.528,132,0.39238046785206415,-0.35330096015747714
2019-05-11 10:25:00,0.588,133,0.43003597655207226,-0.401015035716749
2019-05-11 10:31:00,0.526,130,0.4029393770805825,-0.3381062826951197
2019-05-11 10:37:00,0.563,127,0.44963179215662574,-0.3388218580346032
2019-05-11 10:43:00,0.5529999999999999,126,0.44738639788934587,-0.32504524451773753
2019-05-11 10:49:00,0.515,128,0.40582553810746186,-0.317065659792714
2019-05-11 10:55:00,0.557,130,0.4266867548172708,-0.35803269859540243
2019-05-11 11:01:00,0.47200000000000003,128,0.37194107570237284,-0.29059221635371074
2019-05-11 11:07:00,0.544,126,0.44010524493997144,-0.31975517724710534
2019-05-11 11:13:00,0.51,125,0.41776754258738574,-0.29252398253903356
2019-05-11 11:19:00,0.491,127,0.3921300354332207,-0.29549117636765576
2019-05-11 11:25:00,0.49700000000000005,127,0.39692184849350454,-0.29910206650656807
2019-05-11 11:31:00,0.519,130,0.3975770659787496,-0.33360676942731393
2019-05-11 11:37:00,0.408,124,0.338247329602457,-0.22815070461606463
2019-05-11 11:43:00,0.52,124,0.4310995377286217,-0.2907803098047883
2019-05-11 11:49:00,0.541,129,0.42043596514822135,-0.340462331557962
2019-05-11 11:55:00,0.475,125,0.389097221037271,-0.2724488072667469
2019-05-11 12:01:00,0.517,127,0.41289455869445035,-0.311138366969609
2019-05-11 12:07:00,0.48100000000000004,128,0.3790331724848333,-0.29613316963164166
2019-05-11 12:13:00,0.511,129,0.3971215863045122,-0.32158271982646686
2019-05-11 12:19:00,0.484,130,0.37076551046958534,-0.31110920308828505
2019-05-11 12:25:00,0.45799999999999996,132,0.3403603300686465,-0.30646181771235703
2019-05-11 12:31:00,0.452,131,0.341128730260693,-0.29653868110370923
2019-05-11 12:37:00,0.409,125,0.3350331861141976,-0.23459276246757788
2019-05-11 12:43:00,0.435,124,0.36063134406144315,-0.2432489130097748
2019-05-11 12:49:00,0.48100000000000004,128,0.3790331724848333,-0.29613316963164166
2019-05-11 12:55:00,0.49,130,0.3753617771282992,-0.3149659287464043
2019-05-11 13:01:00,0.47600000000000003,129,0.36992147765351824,-0.29955650613972257
2019-05-11 13:07:00,0.441,131,0.3328269248782425,-0.28932203178481364
2019-05-11 13:13:00,0.397,129,0.3085269466984175,-0.2498401952467854
2019-05-11 13:19:00,0.35200000000000004,127,0.28111969953664706,-0.21183888814952104
2019-05-11 13:25:00,0.391,130,0.29952337725952044,-0.2513299553874369
2019-05-11 13:31:00,0.39899999999999997,132,0.29651478536548026,-0.26698311193718444
2019-05-11 13:37:00,0.327,130,0.2504965328999058,-0.21019154836749837
2019-05-11 13:43:00,0.32799999999999996,134,0.23594345451107754,-0.2278479455105511
2019-05-11 13:49:00,0.324,137,0.22096746866024952,-0.23695859932461125
2019-05-11 13:55:00,0.31,138,0.20743048797124608,-0.23037489589799218
2019-05-11 14:01:00,0.26,140,0.16712477851850027,-0.19917155521093427
2019-05-11 14:07:00,0.18600000000000003,124,0.15420098849523778,-0.1040098800455589
2019-05-11 14:13:00,0.377,124,0.31254716485325074,-0.2108157246084715
2019-05-11 14:19:00,0.47600000000000003,126,0.385092089322475,-0.2797857800912172
2019-05-11 14:25:00,0.373,128,0.2939280110953073,-0.22964173029647053
2019-05-11 14:31:00,0.326,131,0.24603532315262372,-0.21387524345090533
2019-05-11 14:37:00,0.29600000000000004,132,0.21997086834130872,-0.19806265948222207
2019-05-11 14:43:00,0.285,134,0.20501184309651554,-0.19797763558081424
2019-05-11 14:49:00,0.258,131,0.1947150716974752,-0.16926322947955086
2019-05-11 14:55:00,0.242,128,0.1906986023728267,-0.14899007702880931
2019-05-11 15:01:00,0.24100000000000002,131,0.1818850088336881,-0.15811022598671223
2019-05-11 15:07:00,0.213,125,0.17447938543355523,-0.12217178094277283
2019-05-11 15:13:00,0.21100000000000002,126,0.17070258581311393,-0.12402268823371182
2019-05-11 15:19:00,0.18100000000000002,121,0.15514728142708234,-0.09322189155871984
2019-05-11 15:25:00,0.165,130,0.1263973331146314,-0.106059955598279
2019-05-11 15:31:00,0.18,133,0.1316436662914507,-0.1227597048112497
2019-05-11 15:37:00,0.17,129,0.13211481344768508,-0.10698446647847235
2019-05-11 15:43:00,0.147,133,0.10750899413801807,-0.10025375892918725
2019-05-11 15:49:00,0.14300000000000002,127,0.11420487793676287,-0.08605954831074293
2019-05-11 15:55:00,0.126,122,0.10685406011570968,-0.06676982729338381
2019-05-11 16:01:00,0.081,132,0.06019473086366894,-0.054199579115067516
2019-05-11 16:07:00,0.062,151,0.030058196455272905,-0.054226421842642536
2019-05-11 16:13:00,0.03,140,0.019283628290596183,-0.022981333293569335
2019-05-11 16:19:00,0.077,164,0.02122407639790894,-0.07401715058725056
2019-05-11 16:25:00,0.043,182,-0.0015006783582075386,-0.042973805561821114
2019-05-11 16:31:00,0.019,262,-0.018815093306089836,-0.0026442889182412507
2019-05-11 16:37:00,0.034,308,-0.026792365622628544,0.02093249016107239
2019-05-11 16:43:00,0.055,281,-0.05398949508962151,0.010494494745709982
2019-05-11 16:49:00,0.11,301,-0.09428840307723235,0.05665418824010596
2019-05-11 16:55:00,0.067,240,-0.058023702053557384,-0.03350000000000003
2019-05-11 17:01:00,0.129,305,-0.10567061371327995,0.07399136028928494
2019-05-11 17:07:00,0.086,296,-0.07729628798172836,0.037699918623860657
2019-05-11 17:13:00,0.07200000000000001,309,-0.0559545092249019,0.0453110681555883
2019-05-11 17:19:00,0.153,304,-0.12684274860092137,0.0855565142310243
