MMSI,name,imo,callsign,vessel_type,length_m,width_m,n_fixes,t_first,t_last,sog_max,sog_mean,type_label
368081680,LUCKY BRANDON,IMO0000000,WDK7154,30.0,27.0,8.0,1075,2019-05-08 23:21:10,2019-05-12 00:34:34,12.8,1.6486511627906977,fishing
368083410,(no name broadcast),,,,,,2180,2019-05-08 23:20:47,2019-05-12 23:18:12,7.7,0.0896788990825688,unknown
368083560,TOM GREEN,,WDK7348,57.0,113.0,16.0,2460,2019-05-08 23:20:24,2019-05-12 05:31:14,10.8,1.3842276422764226,code 57
368084080,(no name broadcast),,,,,,2342,2019-05-08 23:20:30,2019-05-12 23:18:16,8.9,1.3959863364645602,unknown
368086360,BALI HAI,IMO0000000,WDK7643,37.0,20.0,6.0,1571,2019-05-08 23:20:40,2019-05-12 23:17:09,1.1,0.0009548058561425844,sailing/pleasure
368086920,HYDRO THERAPY,IMO0000000,WDK7696,36.0,15.0,5.0,1549,2019-05-08 23:22:19,2019-05-12 23:19:19,0.2,0.010910264686894771,sailing/pleasure
368090980,(no name broadcast),,,,,,2133,2019-05-08 23:20:56,2019-05-12 23:17:30,7.5,1.7767463666197845,unknown
368148000,JULIE,IMO9187552,WDG9718,31.0,38.0,11.0,399,2019-05-08 23:22:11,2019-05-10 23:05:19,11.6,3.6265664160401,tug/towing
368186456,SHIRLEY MAHONE,IMO1631271,WD,16.0,22.0,0.0,3650,2019-05-08 23:20:33,2019-05-12 23:19:22,0.3,0.0003835616438356164,code 16
368424000,CROSBY GUARDIAN,IMO9572288,WDH3357,31.0,36.0,12.0,492,2019-05-09 12:37:37,2019-05-10 02:56:21,12.2,3.6191056910569106,tug/towing
368445000,OVERSEAS NIKISKI,IMO9353577,WDBH,80.0,183.0,32.0,1306,2019-05-10 02:02:38,2019-05-12 23:18:25,9.4,0.7774119448698316,tanker
368523936,LYNN R,,WDF6546,0.0,0.0,0.0,1385,2019-05-09 11:21:24,2019-05-12 23:18:44,8.5,0.972490974729242,code 0
368611000,NEPTUNE,,WDG5258,90.0,32.0,7.0,1657,2019-05-08 23:21:56,2019-05-12 23:18:34,0.1,0.0012070006035003018,other
368926309,R/V MANTA,,WZ 2603,0.0,30.0,12.0,82,2019-05-10 17:39:52,2019-05-10 21:18:06,10.9,1.274390243902439,code 0
369020000,TINA PYNE,IMO9758959,WDI5698,31.0,41.0,13.0,1553,2019-05-08 23:20:25,2019-05-12 23:18:35,13.9,0.4155827430779137,tug/towing
369093000,KOLT LEVI,IMO9207900,WDI7784,90.0,62.0,14.0,746,2019-05-10 19:14:12,2019-05-11 14:59:22,8.1,0.2316353887399464,other
369109000,LIBERTY,IMO9601821,WDG3575,31.0,43.0,18.0,1643,2019-05-09 13:27:16,2019-05-12 23:18:57,14.8,0.6851491174680463,tug/towing
369371000,(no name broadcast),,,,,,1805,2019-05-08 23:21:58,2019-05-12 23:19:22,0.8,0.10570637119113574,unknown
369385000,AET PARTNERSHIP,IMO9643518,WDG2905,90.0,56.0,14.0,222,2019-05-08 23:21:20,2019-05-09 23:41:35,12.2,4.407657657657658,other
369526000,SEA POWER,IMO9762352,WDI6117,31.0,43.0,,1477,2019-05-08 23:21:48,2019-05-12 23:18:48,0.4,0.025050778605280974,tug/towing
369990119,CG29119,,,90.0,8.0,,144,2019-05-10 22:15:19,2019-05-11 01:39:26,39.5,13.63888888888889,other
369990176,CG29176,,,90.0,8.0,,324,2019-05-09 12:21:04,2019-05-12 18:42:02,31.3,9.191666666666666,other
370045000,CHEMICAL CHALLENGER,IMO9743758,HOFB,80.0,134.0,21.0,1649,2019-05-08 23:21:23,2019-05-12 23:18:31,10.7,1.0296543359611887,tanker
371154000,CARNIVAL FREEDOM,IMO9333149,3EBL5,60.0,290.0,35.0,289,2019-05-12 10:12:33,2019-05-12 22:51:18,17.0,5.390311418685121,passenger
371557000,ALBERT III,IMO9794288,3EDZ4,80.0,,,666,2019-05-11 15:06:05,2019-05-12 23:18:46,11.5,1.6270270270270268,tanker
372279000,CRANE ISLAND,IMO9478482,3EXS3,70.0,177.0,28.0,1907,2019-05-08 23:20:44,2019-05-12 23:14:37,13.2,1.443838489774515,cargo
373105000,(no name broadcast),,,,,,1165,2019-05-08 23:21:35,2019-05-11 15:24:48,11.1,0.956824034334764,unknown
373129000,GAS POWER,IMO9522415,3EVE2,80.0,230.0,36.0,1864,2019-05-08 23:22:47,2019-05-12 23:19:18,13.5,1.1812231759656653,tanker
373215000,GAS SUMMIT,IMO9693549,3FAW3,80.0,225.0,36.0,482,2019-05-08 23:21:39,2019-05-09 18:18:11,13.7,5.240248962655602,tanker
373442000,EMERALD STAR,IMO9623738,3EDE2,70.0,228.0,32.0,1789,2019-05-08 23:21:50,2019-05-12 23:19:21,1.1,0.10435997764114031,cargo
373474000,FG ROTTERDAM,IMO9485863,3EYW9,80.0,145.0,23.0,569,2019-05-11 13:43:22,2019-05-12 23:19:29,10.5,0.5073813708260105,tanker
374033000,THORCO LOGOS,IMO9742405,3EHH2,70.0,131.0,,763,2019-05-08 23:21:53,2019-05-10 09:53:51,15.2,3.0903014416775885,cargo
374275000,IYO SEA,IMO9722455,3FAO8,70.0,179.0,,270,2019-05-08 23:20:55,2019-05-09 23:00:32,15.1,8.213703703703702,cargo
417222332,SAFMARINE LINYATI,IMO9500089,4RBS,70.0,139.0,21.0,184,2019-05-12 14:23:53,2019-05-12 23:17:09,11.7,1.0293478260869566,cargo
419488000,JAG LATA,IMO9237618,AUAW,80.0,243.0,42.0,569,2019-05-08 23:20:18,2019-05-09 23:33:16,14.4,4.066256590509666,tanker
477023800,UNITY VENTURE,IMO9773739,VRPW9,,,,1469,2019-05-09 13:47:34,2019-05-12 23:16:44,6.2,0.273927842069435,unknown
477100500,(no name broadcast),,,,,,1273,2019-05-10 04:00:04,2019-05-12 23:18:31,15.7,0.4729772191673213,unknown
477328300,SOPHIE SCHULTE,IMO9265756,VRJH3,80.0,248.0,44.0,1783,2019-05-08 23:20:13,2019-05-12 23:19:42,10.8,0.44453168816601235,tanker
477832300,COSCO VALENCIA,IMO9484390,VRLY7,70.0,261.0,32.0,1277,2019-05-10 05:59:59,2019-05-12 15:53:35,17.4,2.8060297572435395,cargo
477932400,BOCHEM MUMBAI,IMO9565637,VRHJ8,80.0,170.0,26.0,1878,2019-05-08 23:20:20,2019-05-12 23:19:09,11.9,1.0060170394036207,tanker
503058230,GOIN' TROPPO,IMO0000000,861819,36.0,13.0,8.0,1385,2019-05-08 23:23:34,2019-05-12 23:17:37,0.2,0.0192057761732852,sailing/pleasure
538002284,SEAWAYS ARIADMAR,IMO9273624,V7HP6,80.0,183.0,32.0,1895,2019-05-08 23:21:30,2019-05-12 23:19:52,11.6,1.1333509234828496,tanker
538002779,AINAZI,IMO9323405,V7LO7,80.0,195.0,32.0,196,2019-05-08 23:20:14,2019-05-09 23:17:21,12.5,9.280102040816328,tanker
538002845,YASA GOLDEN DARDANEL,IMO9339985,V7ME9,80.0,245.0,42.0,1013,2019-05-10 19:07:18,2019-05-12 23:19:19,10.7,0.18282329713721618,tanker
538002937,OLMECA,IMO9291028,V7NB3,80.0,130.0,22.0,1706,2019-05-08 23:22:24,2019-05-12 23:15:48,5.5,0.06436107854630715,tanker
538002973,GENCO PROVENCE,IMO9316220,V7JU2,70.0,189.0,32.0,768,2019-05-08 23:22:29,2019-05-10 05:11:03,13.0,4.575911458333334,cargo
538003191,MARVEL,IMO9364930,V7OZ3,80.0,182.0,27.0,1879,2019-05-08 23:21:53,2019-05-12 23:17:20,15.1,1.077209797657082,tanker
538003308,BALTIC LEOPARD,IMO9387334,V7PX7,70.0,189.0,32.0,1663,2019-05-08 23:21:25,2019-05-12 23:18:32,1.1,0.2419122068550812,cargo
538003321,EVERGLADES,IMO9394935,V7QA3,80.0,249.0,44.0,1884,2019-05-08 23:20:36,2019-05-12 23:19:47,12.5,0.8333333333333334,tanker
538003677,NAVIG8 SUCCESS,IMO9418133,V7SL7,80.0,183.0,32.0,1892,2019-05-08 23:21:01,2019-05-12 23:19:17,10.1,0.6124735729386892,tanker
538003961,ALPINE LEGEND,IMO9478705,V7UJ5,80.0,183.0,32.0,560,2019-05-08 23:20:02,2019-05-10 02:31:58,11.7,2.038392857142857,tanker
538004118,FREE SPIRIT,IMO9409259,V7VG7,80.0,251.0,44.0,1560,2019-05-08 23:20:58,2019-05-12 23:18:06,0.5,0.1469871794871795,tanker
538004199,EAGLE TEXAS,IMO9518907,V7VS2,80.0,243.0,42.0,1637,2019-05-08 23:20:56,2019-05-12 23:19:38,0.5,0.1357971899816738,tanker
538004638,EAGLE LOUISIANA,IMO9518892,V7YE2,80.0,243.0,42.0,527,2019-05-08 23:21:01,2019-05-09 19:37:07,12.4,4.4280834914611,tanker
538005294,TWINKLE STAR,IMO9363780,V7CO4,80.0,179.0,32.0,1960,2019-05-08 23:21:33,2019-05-12 23:18:31,9.1,1.1361734693877552,tanker
538005362,STAR FIGHTER,IMO9642198,V7DB4,70.0,199.0,32.0,830,2019-05-11 04:42:49,2019-05-12 23:19:54,13.2,1.7321686746987952,cargo
538005505,WILD ROSE,IMO9243564,V7EO8,70.0,189.0,32.0,491,2019-05-08 23:20:52,2019-05-09 17:42:47,11.1,4.665173116089613,cargo
538005532,STI MILWAUKEE,IMO9686974,V7ET6,80.0,183.0,32.0,1796,2019-05-08 23:22:56,2019-05-12 23:17:18,0.0,0.0,tanker
538005575,RIDGEBURY LINDY B,IMO9296418,V7FA4,80.0,274.0,48.0,2010,2019-05-08 23:20:58,2019-05-12 23:17:37,15.1,1.1380597014925373,tanker
538005609,STI SENECA,IMO9704477,V7FK6,80.0,183.0,32.0,1879,2019-05-08 23:20:21,2019-05-12 23:19:42,12.5,1.3484300159659393,tanker
538005770,NAVIG8 ALMANDINE,IMO9714068,V7GV9,80.0,184.0,27.0,749,2019-05-08 23:22:07,2019-05-10 15:55:13,14.4,0.6865153538050734,tanker
538005836,STI BLACK HAWK,IMO9704453,V7HK6,80.0,183.0,,1930,2019-05-08 23:21:20,2019-05-12 23:18:30,12.4,1.4162176165803109,tanker
538005911,SILVER HANNAH,IMO9682409,V7IB4,80.0,183.0,32.0,1783,2019-05-09 06:00:10,2019-05-12 23:17:57,10.9,2.53157599551318,tanker
538006178,QUARTZ,IMO9681170,V7KN5,80.0,183.0,32.0,21,2019-05-11 14:35:37,2019-05-12 05:47:37,0.5,0.19523809523809527,tanker
538006271,FAIRCHEM STEED,IMO9311256,V7LF9,80.0,145.0,23.0,1588,2019-05-08 23:21:38,2019-05-12 23:19:06,1.1,0.3258816120906801,tanker
538006319,CTG MAGNESIUM,IMO9739317,V7LR5,,,,1335,2019-05-08 23:22:11,2019-05-12 23:19:38,1.3,0.06157303370786517,unknown
538006477,INTERLINK AFFINITY,IMO9754082,V7DT3,70.0,179.0,,1908,2019-05-08 23:22:00,2019-05-12 23:18:24,14.5,0.9778301886792453,cargo
538006502,MUHUT SILVER,IMO9718789,V7NT4,80.0,183.0,,1051,2019-05-10 11:28:04,2019-05-12 23:18:15,12.9,0.3577545195052331,tanker
538006568,CHEMBULK HOUSTON,IMO9285469,V7OP3,80.0,135.0,22.0,1887,2019-05-08 23:20:36,2019-05-12 23:17:36,1.3,0.10196078431372549,tanker
538006592,CHEMBULK BARCELONA,IMO9278662,V7OV2,80.0,174.0,27.0,1710,2019-05-08 23:20:22,2019-05-12 23:18:39,0.9,0.1447953216374269,tanker
538006974,ETHANE CRYSTAL,IMO9752278,V7TM2,80.0,,,1791,2019-05-08 23:20:35,2019-05-12 23:16:34,5.2,0.08218872138470129,tanker
538007234,(no name broadcast),,,,,,1712,2019-05-08 23:20:26,2019-05-12 19:26:28,14.8,2.0834696261682244,unknown
538007298,INDIGO BREEZE,IMO9760160,V7FC8,,,,40,2019-05-11 23:34:59,2019-05-12 00:33:29,4.6,3.2924999999999995,unknown
538007361,(no name broadcast),,,,,,142,2019-05-12 16:49:02,2019-05-12 23:18:30,12.8,3.806338028169014,unknown
538007646,SEA JAGUAR,IMO9482627,V7YV4,80.0,250.0,44.0,1683,2019-05-08 23:21:39,2019-05-12 23:18:38,0.4,0.10053475935828877,tanker
538007911,CAPE TAURA,IMO9407251,V7MT6,89.0,229.0,32.0,1751,2019-05-08 23:21:13,2019-05-12 23:18:22,0.9,0.21010850942318676,tanker
538008010,ASSAY,IMO9370422,V7RP5,70.0,180.0,28.0,1861,2019-05-08 23:21:17,2019-05-12 23:17:27,11.3,0.4204728640515852,cargo
538008072,(no name broadcast),,,,,,966,2019-05-10 17:47:48,2019-05-12 23:17:49,4.1,0.20900621118012422,unknown
538008142,(no name broadcast),,,,,,1833,2019-05-08 23:22:25,2019-05-12 23:18:40,12.3,0.452100381887616,unknown
538008202,(no name broadcast),,,,,,1854,2019-05-08 23:21:54,2019-05-12 23:17:49,15.2,1.4640237324703345,unknown
538008263,(no name broadcast),,,,,,1334,2019-05-10 00:19:11,2019-05-12 23:18:51,12.2,0.2901799100449775,unknown
538008272,ANDIAMO,IMO9512757,V7A2175,80.0,180.0,32.0,1920,2019-05-08 23:20:37,2019-05-12 23:19:16,11.1,0.8963541666666667,tanker
538008332,YANNIS P.,IMO9411343,V7A2246,80.0,274.0,48.0,1707,2019-05-09 13:08:07,2019-05-12 23:18:47,16.0,1.6016988869361453,tanker
538070716,LADY ARDEN,IMO0000000,V7TU5,37.0,0.0,0.0,901,2019-05-08 23:59:04,2019-05-12 23:08:07,29.3,0.03695893451720311,sailing/pleasure
538090158,CAPE BAXLEY,IMO9248825,V7EQ2,80.0,274.0,48.0,1790,2019-05-08 23:21:38,2019-05-12 23:16:18,11.0,0.42324022346368717,tanker
548942000,BRISTOL TRADER,IMO9737101,DUIJ,80.0,179.0,,512,2019-05-08 23:22:16,2019-05-10 01:54:25,13.8,4.291015625,tanker
548952000,BENJAMIN CONFIDENCE,IMO9713234,DUIT,70.0,,,257,2019-05-12 10:47:11,2019-05-12 23:17:29,9.7,1.488715953307393,cargo
563011200,HISUI,IMO9405875,9V5325,81.0,226.0,37.0,466,2019-05-08 23:22:48,2019-05-09 17:38:12,12.9,4.81695278969957,tanker
563037200,PLOVER PACIFIC,IMO9399911,9V2969,80.0,183.0,32.0,833,2019-05-11 00:35:22,2019-05-12 23:17:26,11.5,0.5751201923076923,tanker
563045300,(no name broadcast),,,,,,1555,2019-05-09 05:03:26,2019-05-12 23:13:40,15.0,1.847717041800643,unknown
563074100,EAGLE BAY,IMO9374272,9V6194,80.0,183.0,32.0,2013,2019-05-08 23:21:30,2019-05-12 23:15:40,13.0,1.2489816194734227,tanker
563326000,EAGLE KINABALU,IMO9422196,9V8779,80.0,243.0,42.0,231,2019-05-12 11:56:33,2019-05-12 23:19:51,9.7,0.7822510822510822,tanker
563353000,PHOENIX ADMIRAL,IMO9482603,9V8776,80.0,249.0,44.0,1936,2019-05-08 23:20:55,2019-05-12 23:17:25,12.1,1.1771694214876034,tanker
563847000,CEYLON,IMO9242156,9VMU6,80.0,179.0,32.0,1783,2019-05-08 23:20:32,2019-05-12 23:11:46,12.1,0.49966348850252384,tanker
563944000,ALPINE ETERNITY,IMO9430272,9VGA8,80.0,183.0,32.0,502,2019-05-11 20:59:16,2019-05-12 23:19:59,11.8,0.9653386454183267,tanker
564364000,TRANSCENDEN TIME,IMO9437505,9V8748,70.0,179.0,28.0,1975,2019-05-08 23:22:39,2019-05-12 23:19:11,14.6,1.4102784810126583,cargo
564864000,PAC ALTAIR,IMO9265902,S6DU5,70.0,178.0,27.0,1380,2019-05-10 03:52:49,2019-05-12 23:11:38,13.2,1.4681884057971013,cargo
565028000,BOW SEA,IMO9215282,9VJY8,80.0,182.0,32.0,1753,2019-05-08 23:20:37,2019-05-12 23:17:10,0.3,0.023502567027952084,tanker
565153000,ADVANCE II,IMO9289788,9VJY6,80.0,183.0,32.0,694,2019-05-08 23:21:48,2019-05-10 05:32:11,11.9,3.2619596541786744,tanker
565380000,(no name broadcast),,,,,,732,2019-05-09 07:07:00,2019-05-10 12:22:00,15.5,4.7775956284153,unknown
565396000,BOW FIRDA,IMO9250751,S6BK2,80.0,183.0,32.0,1871,2019-05-08 23:20:15,2019-05-12 20:39:16,14.6,2.2203634420096208,tanker
565509000,CRIMSON RAY,IMO9347152,S6BB8,89.0,144.0,25.0,2039,2019-05-08 23:20:27,2019-05-12 23:17:42,14.5,2.600637567435017,tanker
565671000,STRATEGIC VISION,IMO9610640,9V3944,70.0,186.0,27.0,761,2019-05-08 23:20:10,2019-05-10 12:50:32,11.3,1.3696452036793691,cargo
565862000,EAGLE SIBU,IMO9199828,9VIJ3,80.0,243.0,42.0,3670,2019-05-08 23:20:27,2019-05-12 23:18:08,11.4,0.3503542234332425,tanker
566025000,ATLANTIC PROGRESS,IMO9611577,9V9134,70.0,177.0,28.0,538,2019-05-11 21:37:49,2019-05-12 23:17:59,12.0,1.858736059479554,cargo
566122000,TORM MARGRETHE,IMO9299343,9V9491,80.0,244.0,42.0,1103,2019-05-08 23:21:34,2019-05-12 23:17:10,13.4,1.472620126926564,tanker
566366000,PACIFIC BERYL,IMO9402782,9V9809,80.0,182.0,32.0,735,2019-05-11 08:20:06,2019-05-12 23:18:10,10.6,0.586938775510204,tanker
566506000,PERMIAN LADY,IMO9729269,9V3146,80.0,179.0,,1654,2019-05-08 23:21:09,2019-05-12 23:15:09,1.0,0.09534461910519952,tanker
566644000,EAGLE SAN JUAN,IMO9594846,9V9333,80.0,274.0,49.0,1832,2019-05-08 23:20:49,2019-05-12 23:18:15,13.5,0.5285480349344979,tanker
566847000,MAREX EXPRESS,IMO9596260,9VFV6,80.0,183.0,32.0,1801,2019-05-08 23:24:18,2019-05-12 23:19:37,7.6,0.643753470294281,tanker
566855000,BOW PIONEER,IMO9595632,9V9886,80.0,227.0,37.0,1707,2019-05-08 23:22:45,2019-05-12 23:17:12,0.9,0.2001171646162859,tanker
566976000,MTM HAMBURG,IMO9379844,9V2179,80.0,141.0,24.0,1753,2019-05-09 04:58:43,2019-05-12 23:17:56,15.0,1.7195664575014262,tanker
636011289,NAVIGATOR SATURN,IMO9177569,ELYC9,80.0,169.0,24.0,1104,2019-05-08 23:25:18,2019-05-12 23:14:29,14.4,1.9570652173913043,tanker
636011466,ELKA ANGELIQUE,IMO9216913,ELZK3,80.0,183.0,31.0,1777,2019-05-08 23:22:13,2019-05-12 23:17:58,13.3,0.6418120427687113,tanker
636011604,TARANTELLA,IMO9234587,A8AI5,80.0,182.0,32.0,1786,2019-05-08 23:21:55,2019-05-12 23:15:29,0.0,0.0,tanker
636011627,AEGIALI,IMO9260902,A8AM6,70.0,279.0,40.0,1318,2019-05-10 07:44:29,2019-05-12 23:18:35,13.5,1.3492412746585736,cargo
636012425,XANTHOS,IMO9289178,A8FJ4,80.0,213.0,32.0,1698,2019-05-08 23:21:21,2019-05-12 23:17:01,13.7,0.65,tanker
636012465,NS STELLA,IMO9309588,A8FP2,80.0,182.0,32.0,1254,2019-05-10 03:00:10,2019-05-12 23:18:21,13.2,1.3501594896331737,tanker
636012731,HIGH PERFORMANCE,IMO9301005,A8HM2,80.0,183.0,32.0,1779,2019-05-08 23:21:02,2019-05-12 23:13:51,14.8,0.5060146149522203,tanker
636013815,ERNEST N,IMO9377236,A8PQ6,80.0,204.0,32.0,1808,2019-05-08 23:20:52,2019-05-12 23:19:06,14.4,0.400608407079646,tanker
636013998,HORIZON APHRODITE,IMO9407366,A8QT3,80.0,183.0,32.0,754,2019-05-08 23:21:22,2019-05-10 06:30:48,12.7,3.351193633952255,tanker
636014090,FPMC 23,IMO9417220,A8RF4,80.0,183.0,32.0,1719,2019-05-08 23:21:22,2019-05-12 23:18:31,1.1,0.20546829552065154,tanker
636014350,NS BORA,IMO9412335,A8TG8,80.0,274.0,48.0,1756,2019-05-08 23:20:46,2019-05-12 23:17:45,0.8,0.16287015945330297,tanker
636014423,ELLIE LADY,IMO9390173,A8TT3,80.0,247.0,44.0,34,2019-05-12 22:26:03,2019-05-12 23:18:43,11.3,6.594117647058823,tanker
636015005,STOLT OCELOT,IMO9459539,A8YA2,80.0,155.0,24.0,1634,2019-05-08 23:22:15,2019-05-12 23:19:14,12.2,0.608078335373317,tanker
636015074,IVORY RAY,IMO9505986,A8YK4,80.0,146.0,24.0,89,2019-05-12 19:55:00,2019-05-12 23:17:36,10.5,3.604494382022472,tanker
636015352,TURQUOISE OCEAN,IMO9618501,D5AC8,70.0,183.0,29.0,1825,2019-05-08 23:21:52,2019-05-12 23:18:51,0.2,0.027835616438356168,cargo
636016033,FEARLESS,IMO9228265,D5EB8,70.0,185.0,23.0,1893,2019-05-08 23:21:20,2019-05-12 23:19:22,8.8,0.29883782356048605,cargo
636016399,NAVIGATOR TRITON,IMO9671228,D5FZ5,80.0,159.0,24.0,1739,2019-05-08 23:21:29,2019-05-12 23:18:29,0.2,0.03438757906843014,tanker
636016650,SAN ADRIANO,IMO9347279,A8PC8,70.0,186.0,27.0,342,2019-05-09 09:17:04,2019-05-10 01:15:19,13.8,1.315204678362573,cargo
636016659,NAVIGATOR CERES,IMO9704518,D5HE4,80.0,159.0,,1845,2019-05-08 23:22:03,2019-05-12 23:18:52,12.1,0.6697560975609756,tanker
636016699,CATALAN SEA,IMO9577044,D5HI7,80.0,249.0,44.0,417,2019-05-11 22:22:55,2019-05-12 23:16:52,7.9,0.19304556354916066,tanker
636017332,CARIBE CRISTINA,IMO9330020,D5KK3,80.0,116.0,20.0,564,2019-05-11 22:57:16,2019-05-12 23:19:58,12.8,3.02677304964539,tanker
636017333,CARIBE ILSE,IMO9322982,D5KK4,80.0,116.0,20.0,368,2019-05-12 03:46:28,2019-05-12 23:17:05,13.7,1.138586956521739,tanker
636017387,LARGO SUN,IMO9746255,D5KQ8,80.0,183.0,,948,2019-05-10 18:38:59,2019-05-12 23:17:49,11.0,0.37373417721518987,tanker
636017539,SIEM CICERO,IMO9762534,D5LL4,70.0,,,1620,2019-05-09 17:43:57,2019-05-12 21:35:46,16.3,3.1993209876543207,cargo
636017828,STOLT KIRI,IMO9266231,D5MW8,80.0,145.0,24.0,542,2019-05-08 23:22:09,2019-05-10 05:28:33,13.2,3.2583025830258303,tanker
636017830,STOLT SYPRESS,IMO9150315,D5MX2,80.0,182.0,32.0,1649,2019-05-09 01:44:04,2019-05-12 23:17:19,12.6,0.19296543359611884,tanker
636017834,STOLT SEQUOIA,IMO9235062,D5MX6,80.0,183.0,32.0,625,2019-05-11 15:01:39,2019-05-12 23:18:03,14.8,1.82352,tanker
636017836,STOLT SPRUCE,IMO8919037,D5MX8,80.0,182.0,32.0,688,2019-05-11 09:39:15,2019-05-12 23:17:54,14.1,0.8469476744186047,tanker
636018245,ANASTASIA S,IMO9277656,D5OU9,70.0,190.0,32.0,772,2019-05-11 06:49:43,2019-05-12 23:18:00,11.2,0.7946891191709845,cargo
636018285,(no name broadcast),,,,,,1742,2019-05-08 23:23:48,2019-05-12 23:18:31,12.6,0.49603903559127444,unknown
636018356,(no name broadcast),,,,,,1689,2019-05-08 23:21:04,2019-05-12 17:26:25,15.4,2.073830669034932,unknown
636018392,(no name broadcast),,,,,,1786,2019-05-08 23:22:36,2019-05-12 23:16:59,1.2,0.2895296752519597,unknown
636018469,(no name broadcast),,,,,,54,2019-05-12 09:40:03,2019-05-12 11:14:39,11.2,4.0814814814814815,unknown
636018579,(no name broadcast),,,,,,1691,2019-05-09 08:51:52,2019-05-12 23:18:45,11.9,0.2426374926079243,unknown
636018824,(no name broadcast),,,,,,419,2019-05-11 22:48:58,2019-05-12 23:16:42,12.2,1.0804295942720763,unknown
636018925,(no name broadcast),,,,,,1752,2019-05-08 23:21:37,2019-05-12 23:19:01,1.0,0.05542237442922375,unknown
636019120,(no name broadcast),,,,,,1282,2019-05-10 08:16:22,2019-05-12 23:17:48,13.3,1.953588143525741,unknown
636092004,GASCHEM HAMBURG,IMO9471018,A8VI2,80.0,173.0,28.0,480,2019-05-09 11:06:01,2019-05-12 23:18:59,15.7,8.796875,tanker
636092314,INDUSTRIAL RUBY,IMO9277292,D5AH3,70.0,134.0,21.0,1937,2019-05-08 23:20:24,2019-05-12 23:17:41,15.5,1.333144037170883,cargo
636092870,AAL GENOA,IMO9393553,D5RH2,70.0,160.0,25.0,1490,2019-05-09 23:27:31,2019-05-12 23:14:11,13.4,1.4157046979865773,cargo
